time,index,YZ,Trap,Measurements,Correction,CorrectionLimit,CurrentR,CurrentL,ZReference,ZMeasured,Difference
14:56:54,169,Z,,5,0.18,0,0,0,162,150,12
14:56:55,171,Z,,5,0.18,0,0,0,162,150,12
14:56:55,172,Z,,5,0.285,0,0,0,162,143,19
14:56:55,173,Z,,5,0.195,0,0,0,162,149,13
14:56:56,174,Z,,5,-0.165,0,0,0,162,173,-11
14:56:56,176,Z,,5,0.165,0,0,0,162,151,11
14:56:56,178,Z,,5,0.12,0,0,0,162,154,8
14:56:56,180,Z,,5,0.21,0,0,0,162,148,14
14:56:56,182,Z,,5,0.12,0,0,0,162,154,8
14:56:57,183,Z,,5,-0.165,0,0,0,162,173,-11
14:56:57,184,Z,,5,0.27,0,0,0,162,144,18
14:56:58,186,Z,,5,0.225,0,0,0,162,147,15
14:56:58,188,Z,,5,0.225,0,0,0,162,147,15
14:56:58,190,Z,,5,0.12,0,0,0,162,154,8
14:56:58,191,Z,,5,0.18,0,0,0,162,150,12
14:56:59,193,Z,,5,0.18,0,0,0,162,150,12
14:56:59,195,Z,,5,0.165,0,0,0,162,151,11
14:56:59,197,Z,,5,-0.09,0,0,0,162,168,-6
14:57:00,199,Z,,5,0.135,0,0,0,162,153,9
14:57:00,201,Z,,5,0.21,0,0,0,162,148,14
14:57:00,203,Z,,5,0.135,0,0,0,162,153,9
14:57:00,204,Z,,5,0.165,0,0,0,162,151,11
14:57:01,205,Z,,5,0.18,0,0,0,162,150,12
14:57:01,207,Z,,5,0.15,0,0,0,162,152,10
14:57:01,209,Z,,5,0.36,0,0,0,162,138,24
14:57:02,211,Z,,5,0.195,0,0,0,162,149,13
14:57:02,213,Z,,5,0.165,0,0,0,162,151,11
14:57:02,214,Z,,5,0.27,0,0,0,162,144,18
14:57:02,216,Z,,5,0.09,0,0,0,162,156,6
14:57:03,217,Z,,5,0.09,0,0,0,162,156,6
14:57:03,219,Z,,5,-0.105,0,0,0,162,169,-7
14:57:03,221,Z,,5,0.105,0,0,0,162,155,7
14:57:03,223,Z,,5,0.285,0,0,0,162,143,19
14:57:04,226,Z,,5,0.15,0,0,0,162,152,10
14:57:04,228,Z,,5,0.315,0,0,0,162,141,21
14:57:04,230,Z,,5,0.21,0,0,0,162,148,14
